DateTime,Date,Demand,Price,MaxTemp,MinTemp,Rainfall
1/01/2008 2:30,1/01/2008,4630.89,19.13,26.8,21.1,7
1/01/2008 5:30,1/01/2008,4426.08,14.73,26.8,21.1,7
1/01/2008 8:30,1/01/2008,5265.48,18.19,26.8,21.1,7
1/01/2008 11:30,1/01/2008,5862.19,30.11,26.8,21.1,7
1/01/2008 14:30,1/01/2008,5895.43,27.93,26.8,21.1,7
1/01/2008 17:30,1/01/2008,6031.19,27.51,26.8,21.1,7
1/01/2008 20:30,1/01/2008,5949.01,21.83,26.8,21.1,7
1/01/2008 23:30,1/01/2008,5311.01,19.61,26.8,21.1,7
2/01/2008 2:30,2/01/2008,4478.26,12.71,27.4,21.3,5.4
2/01/2008 5:30,2/01/2008,4612.55,17.89,27.4,21.3,5.4
2/01/2008 8:30,2/01/2008,6263.6,30.89,27.4,21.3,5.4
2/01/2008 11:30,2/01/2008,6752.48,36.52,27.4,21.3,5.4
2/01/2008 14:30,2/01/2008,6738.35,38.73,27.4,21.3,5.4
2/01/2008 17:30,2/01/2008,6740.74,30.57,27.4,21.3,5.4
2/01/2008 20:30,2/01/2008,6416.74,25.65,27.4,21.3,5.4
2/01/2008 23:30,2/01/2008,5629.03,24.42,27.4,21.3,5.4
3/01/2008 2:30,3/01/2008,4668.45,17.72,25.7,20.8,3.2
3/01/2008 5:30,3/01/2008,4748.18,18.63,25.7,20.8,3.2
3/01/2008 8:30,3/01/2008,6317.25,29.18,25.7,20.8,3.2
3/01/2008 11:30,3/01/2008,6725.18,32.47,25.7,20.8,3.2
3/01/2008 14:30,3/01/2008,6641.67,43.26,25.7,20.8,3.2
3/01/2008 17:30,3/01/2008,6627.31,54.95,25.7,20.8,3.2
3/01/2008 20:30,3/01/2008,6374.29,31.06,25.7,20.8,3.2
3/01/2008 23:30,3/01/2008,5596.5,26.74,25.7,20.8,3.2
4/01/2008 2:30,4/01/2008,4605.36,18.44,25.9,17.6,36.2
4/01/2008 5:30,4/01/2008,4674.57,21.12,25.9,17.6,36.2
4/01/2008 8:30,4/01/2008,6295.7,40.88,25.9,17.6,36.2
4/01/2008 11:30,4/01/2008,6655.17,60.53,25.9,17.6,36.2
4/01/2008 14:30,4/01/2008,6653.74,90.42,25.9,17.6,36.2
4/01/2008 17:30,4/01/2008,6682.08,51.63,25.9,17.6,36.2
4/01/2008 20:30,4/01/2008,6255.22,29.08,25.9,17.6,36.2
4/01/2008 23:30,4/01/2008,5636.74,30.44,25.9,17.6,36.2
5/01/2008 2:30,5/01/2008,4656.53,18.95,31,20.6,27.4
5/01/2008 5:30,5/01/2008,4621.58,18.93,31,20.6,27.4
5/01/2008 8:30,5/01/2008,5797.78,37.39,31,20.6,27.4
5/01/2008 11:30,5/01/2008,6441.58,71.6,31,20.6,27.4
5/01/2008 14:30,5/01/2008,6633.19,56.27,31,20.6,27.4
5/01/2008 17:30,5/01/2008,6780.91,76.54,31,20.6,27.4
5/01/2008 20:30,5/01/2008,6551.11,41.71,31,20.6,27.4
5/01/2008 23:30,5/01/2008,5807.65,36.4,31,20.6,27.4
6/01/2008 2:30,6/01/2008,4801.29,19.93,31.2,22.7,0.01
6/01/2008 5:30,6/01/2008,4744.76,18.96,31.2,22.7,0.01
6/01/2008 8:30,6/01/2008,5790.69,25.05,31.2,22.7,0.01
6/01/2008 11:30,6/01/2008,6879.17,55.99,31.2,22.7,0.01
6/01/2008 14:30,6/01/2008,6760.39,54.63,31.2,22.7,0.01
6/01/2008 17:30,6/01/2008,6814.5,56.78,31.2,22.7,0.01
6/01/2008 20:30,6/01/2008,6657.58,39.81,31.2,22.7,0.01
6/01/2008 23:30,6/01/2008,5786.09,23.99,31.2,22.7,0.01
7/01/2008 2:30,7/01/2008,4912,19.92,30.9,21.9,42.2
7/01/2008 5:30,7/01/2008,4976.79,19.7,30.9,21.9,42.2
7/01/2008 8:30,7/01/2008,7049.16,41.55,30.9,21.9,42.2
7/01/2008 11:30,7/01/2008,7736.39,76.58,30.9,21.9,42.2
7/01/2008 14:30,7/01/2008,7977.49,46.70634,30.9,21.9,42.2
7/01/2008 17:30,7/01/2008,7740.28,41.67,30.9,21.9,42.2
