Index,Date,Price,MAV144,MAV12
1,1/01/1979,226,226,226
2,2/01/1979,226.8,226.2666667,226.2666667
3,3/01/1979,218.6,224.35,224.35
4,4/01/1979,223.2,224.11,224.11
5,5/01/1979,225.5,224.3416667,224.3416667
6,8/01/1979,223.1,224.1642857,224.1642857
7,9/01/1979,224,224.14375,224.14375
8,10/01/1979,220.7,223.7611111,223.7611111
9,11/01/1979,220.7,223.45,223.45
10,12/01/1979,217.6,222.9181818,222.9181818
11,15/01/1979,216.9,222.4125,222.4125
12,16/01/1979,220.7,222.2769231,240.8
13,17/01/1979,227.3,222.6321429,240.9041667
14,18/01/1979,231.8,223.24,241.3833333
15,19/01/1979,230.6,223.696875,241.6958333
16,22/01/1979,235,224.3617647,243.0625
17,23/01/1979,230,224.675,243.6333333
18,24/01/1979,236.1,225.2763158,244.5166667
19,25/01/1979,233.9,225.705,245.4125
20,26/01/1979,235.5,226.1690476,246.3666667
21,29/01/1979,235.2,226.5795455,247.575
22,30/01/1979,233.5,226.8804348,248.6458333
23,31/01/1979,233.7,227.1645833,249.9875
24,1/02/1979,229.4,227.252,251.0291667
25,2/02/1979,230.3,227.3692308,251.8333333
26,5/02/1979,243.1,227.9518519,253.1541667
27,6/02/1979,244.5,228.5428571,254.2166667
28,7/02/1979,251.6,229.337931,255.9708333
29,8/02/1979,250.5,230.0433333,257.2625
30,9/02/1979,246.8,230.5822581,258.6583333
31,12/02/1979,244.3,231.009375,259.3375
32,13/02/1979,240.6,231.3,259.9
33,14/02/1979,240.7,231.575,260.3333333
34,15/02/1979,247.8,232.0371429,261.3791667
35,16/02/1979,247.1,232.4541667,262.5083333
36,19/02/1979,248.1,232.877027,263.7083333
37,20/02/1979,247,233.2486842,265.1791667
38,21/02/1979,250.8,233.6974359,266.8833333
39,22/02/1979,252.4,234.16375,267.6541667
40,23/02/1979,251,234.5743902,268.1958333
41,26/02/1979,248.6,234.9083333,267.9458333
42,27/02/1979,247.9,235.2104651,267.7291667
43,28/02/1979,251.3,235.5761364,268.1083333
44,1/03/1979,248.8,235.87,268.4875
45,2/03/1979,248,236.1336957,269.1041667
46,5/03/1979,238.2,236.1765957,268.8958333
47,6/03/1979,239.8,236.2510417,268.2291667
48,7/03/1979,242.3,236.3734694,267.8291667
49,8/03/1979,239.2,236.43,267.0875
50,9/03/1979,241,236.5196078,266.5875
51,12/03/1979,240,236.5865385,265.6916667
52,13/03/1979,239.1,236.6339623,264.5875
53,14/03/1979,239.5,236.687037,263.6291667
54,15/03/1979,240.1,236.7490909,262.9208333
55,16/03/1979,244,236.8785714,262.5958333
56,19/03/1979,242.3,236.972807,261.8416667
57,20/03/1979,242.1,237.0612069,261.2833333
58,21/03/1979,239.9,237.109322,260.6083333
59,22/03/1979,242.9,237.205,261
60,23/03/1979,242.5,237.2918033,261.2291667
61,26/03/1979,245.3,237.4201613,261.4791667
62,27/03/1979,244.4,237.5301587,261.9083333
63,28/03/1979,244.4,237.6375,262.1916667
64,29/03/1979,241.5,237.6969231,262.3166667
65,30/03/1979,240.1,237.7333333,262.4
66,2/04/1979,239.7,237.7626866,262.4166667
67,3/04/1979,240,237.7955882,262.4083333
68,4/04/1979,239.8,237.823913,262.0541667
69,5/04/1979,240.7,237.8642857,261.9208333
70,6/04/1979,239.8,237.8908451,261.725
71,9/04/1979,240.2,237.9229167,261.75
72,10/04/1979,239.8,237.9479452,261.4916667
73,11/04/1979,238.4,237.9533784,261.1458333
74,12/04/1979,234,237.9,260.2041667
75,13/04/1979,234,237.8480263,259.3375
76,16/04/1979,234,237.7974026,258.4666667
77,17/04/1979,231.9,237.7217949,257.6666667
78,18/04/1979,233.2,237.664557,257.0916667
79,19/04/1979,240.9,237.705,257.1916667
80,20/04/1979,236.4,237.6888889,256.8916667
81,23/04/1979,236.9,237.6786585,256.65
82,24/04/1979,239.7,237.703012,256.5708333
83,25/04/1979,241.8,237.7517857,256.7416667
84,26/04/1979,242.2,237.8041176,256.9083333
85,27/04/1979,243.7,237.8726744,257.2375
86,30/04/1979,245.3,237.958046,257.8166667
87,1/05/1979,247.3,238.0642045,258.9291667
88,2/05/1979,246.3,238.1567416,259.9583333
89,3/05/1979,246.5,238.2494444,261.0041667
90,4/05/1979,248.5,238.3615385,262.3833333
91,7/05/1979,248.5,238.4711957,263.6541667
92,8/05/1979,249,238.583871,264.325
93,9/05/1979,248,238.6835106,265.2875
94,10/05/1979,252.3,238.8263158,266.5708333
95,11/05/1979,251.5,238.9583333,267.5541667
96,14/05/1979,251,239.0824742,268.3208333
97,15/05/1979,255.5,239.25,269.4291667
98,16/05/1979,256.5,239.4242424,270.4958333
99,17/05/1979,256.8,239.598,271.4541667
100,18/05/1979,256.4,239.7643564,272.2125
101,21/05/1979,262,239.9823529,273.5208333
102,22/05/1979,265.4,240.2291262,275.0958333
103,23/05/1979,264.2,240.4591346,276.4041667
104,24/05/1979,263.8,240.6809524,277.6791667
105,25/05/1979,270.6,240.9632075,279.4833333
106,28/05/1979,270.6,241.2401869,281.3708333
107,29/05/1979,273.8,241.5416667,283.1666667
108,30/05/1979,270.3,241.8050459,284.7291667
109,31/05/1979,274.6,242.1031818,286.6958333
110,1/06/1979,275.1,242.4004505,288.3291667
111,4/06/1979,272.9,242.6727679,289.6958333
112,5/06/1979,274.8,242.9566372,291.1916667
113,6/06/1979,280,243.2815789,293.1583333
114,7/06/1979,276.1,243.5665217,294.3291667
115,8/06/1979,280,243.8806034,295.5458333
116,11/06/1979,282.4,244.2094017,297.0625
117,12/06/1979,277.8,244.4936441,298.2291667
118,13/06/1979,276.6,244.7634454,298.7291667
119,14/06/1979,279,245.04875,299.4291667
120,15/06/1979,280,245.3376033,299.9458333
121,18/06/1979,278,245.6053279,300.5916667
122,19/06/1979,280.3,245.8873984,301.0666667
123,20/06/1979,281.4,246.1733871,301.5875
124,21/06/1979,282.3,246.4624,302.3708333
125,22/06/1979,283.5,246.7559524,303.0958333
126,25/06/1979,283.9,247.0480315,303.4166667
127,26/06/1979,281.5,247.3167969,303.8666667
128,27/06/1979,281.8,247.5841085,304.0166667
129,28/06/1979,275.9,247.8019231,303.4791667
130,29/06/1979,277.5,248.028626,303.4583333
131,2/07/1979,282.5,248.2897727,303.95
132,3/07/1979,281.4,248.5383459,304.1458333
133,4/07/1979,283.5,248.7992537,304.4375
134,5/07/1979,288.3,249.0914815,305.2916667
135,6/07/1979,290.3,249.3941176,306.1208333
136,9/07/1979,287.9,249.6748175,306.6625
137,10/07/1979,290.5,249.9706522,307.3458333
138,11/07/1979,290.3,250.2607914,307.9166667
139,12/07/1979,290.8,250.55,308.4916667
140,13/07/1979,287.5,250.8117021,308.9916667
141,16/07/1979,292.8,251.1073944,309.9083333
142,17/07/1979,296.3,251.4234266,311.6083333
143,18/07/1979,302.2,251.7756944,313.6625
144,19/07/1979,299.2,252.2836806,315.05
145,20/07/1979,298.8,252.7888889,316.5
146,23/07/1979,304.9,253.33125,318.2833333
147,24/07/1979,305.3,253.9329861,319.7
148,25/07/1979,303.4,254.4899306,320.7916667
149,26/07/1979,305.2,255.0434028,322.2375
150,27/07/1979,305.8,255.6177083,323.5125
151,30/07/1979,301.4,256.1552083,324.4375
152,31/07/1979,296.5,256.68125,324.9125
153,1/08/1979,290.1,257.1635417,325.1333333
154,2/08/1979,291.5,257.6767361,325.025
155,3/08/1979,286.5,258.1604167,324.2083333
156,6/08/1979,282.7,258.5913194,322.5875
157,7/08/1979,285.1,258.9930556,321.4166667
158,8/08/1979,289,259.390625,320.6041667
159,9/08/1979,297.1,259.8527778,319.9541667
160,10/08/1979,303.8,260.3302083,319.8291667
161,13/08/1979,298.8,260.8076389,319.4458333
162,14/08/1979,292,261.1958333,318.3458333
163,15/08/1979,301.9,261.6680556,318.0166667
164,16/08/1979,297.9,262.1013889,317.7208333
165,17/08/1979,300.6,262.5552083,318.0625
166,20/08/1979,298.8,263.0083333,318.7833333
167,21/08/1979,300.5,263.4722222,319.5333333
168,22/08/1979,311,264.0392361,321.575
169,23/08/1979,310.1,264.5930556,323.8541667
170,24/08/1979,314.8,265.090625,326.325
171,27/08/1979,314.8,265.5784722,328.4708333
172,28/08/1979,316.8,266.0309028,330.1083333
173,29/08/1979,315.2,266.4802083,331.0625
174,30/08/1979,319.2,266.9829861,332.7625
175,31/08/1979,315.1,267.475,334.6875
176,3/09/1979,322.9,268.0465278,336.4416667
177,4/09/1979,325,268.6322917,338.7041667
178,5/09/1979,329,269.1965278,341.075
179,6/09/1979,335.5,269.8107639,344.1375
180,7/09/1979,329.2,270.3736111,346.525
181,10/09/1979,336.3,270.99375,348.6333333
182,11/09/1979,339.5,271.6100694,351.0875
183,12/09/1979,337.1,272.1986111,352.95
184,13/09/1979,333,272.7677083,354.4666667
185,14/09/1979,345.8,273.4427083,356.8875
186,17/09/1979,351.8,274.1638889,359.9333333
187,18/09/1979,375.8,275.028125,364.65
