Index,Date,Price,MAV144,MAV12
2236,27/07/1987,453.2,431.3701389,488.1666667
2237,28/07/1987,456.2,431.7572917,489.1708333
2238,29/07/1987,457.8,432.1399306,490.2541667
2239,30/07/1987,457.2,432.5229167,491.1416667
2240,31/07/1987,462.5,432.8798611,492.4333333
2241,3/08/1987,472.8,433.3225694,494.1041667
2242,4/08/1987,473.4,433.7274306,495.7416667
2243,5/08/1987,469.8,434.0993056,497.3416667
2244,6/08/1987,468.7,434.4673611,498.825
2245,7/08/1987,464.1,434.7579861,499.8
2246,10/08/1987,461.1,435.0729167,500.3166667
2247,11/08/1987,461.2,435.4479167,500.9208333
2248,12/08/1987,463.4,435.815625,501.7625
2249,13/08/1987,462.5,436.2496528,502.5416667
2250,14/08/1987,460,436.6246528,502.8625
2251,17/08/1987,453.3,436.9149306,502.4916667
2252,18/08/1987,457.5,437.21875,502.5208333
2253,19/08/1987,456.4,437.5427083,502.0083333
2254,20/08/1987,456.1,437.9288194,500.6208333
2255,21/08/1987,455.5,438.2673611,499.1291667
2256,24/08/1987,459.5,438.6527778,498.2708333
2257,25/08/1987,458,439.0361111,497.3791667
2258,26/08/1987,457.6,439.44375,496.8375
2259,27/08/1987,458.8,439.8336806,496.6416667
2260,28/08/1987,453.4,440.1635417,495.9916667
2261,31/08/1987,453.4,440.5145833,495.1583333
2262,1/09/1987,453.8,440.8670139,494.4291667
2263,2/09/1987,463.1,441.2892361,494.6875
2264,3/09/1987,463.7,441.75,495.5541667
2265,4/09/1987,464.8,442.21875,496.1583333
2266,7/09/1987,463.5,442.6788194,496.7541667
2267,8/09/1987,457,443.14375,496.825
2268,9/09/1987,458.3,443.5947917,497.0583333
2269,10/09/1987,460.2,444.0145833,497.1166667
2270,11/09/1987,459.9,444.4079861,497.2708333
2271,14/09/1987,455.6,444.7986111,497.1
2272,15/09/1987,458.8,445.1666667,497.1041667
2273,16/09/1987,458.4,445.54375,497.5208333
2274,17/09/1987,460.5,445.9232639,498.1125
2275,18/09/1987,461.7,446.3222222,498.775
2276,21/09/1987,459.1,446.70625,498.4416667
2277,22/09/1987,461.6,447.0881944,498.2625
2278,23/09/1987,462.4,447.446875,498.0666667
2279,24/09/1987,464,447.8475694,498.1083333
2280,25/09/1987,461.8,448.2420139,498.5125
2281,28/09/1987,460.9,448.6256944,498.725
2282,29/09/1987,459.4,448.9881944,498.6583333
2283,30/09/1987,459.5,449.3326389,498.6291667
2284,1/10/1987,454.9,449.6548611,498.575
2285,2/10/1987,454.4,449.9954861,498.2041667
2286,5/10/1987,456.5,450.34375,498.0458333
2287,6/10/1987,458,450.7163194,497.8375
2288,7/10/1987,458.1,451.0885417,497.5333333
2289,8/10/1987,458.2,451.4614583,497.4541667
2290,9/10/1987,462.1,451.8347222,497.4958333
2291,12/10/1987,461.8,452.2010417,497.4416667
2292,13/10/1987,459.2,452.5170139,497.0416667
2293,14/10/1987,460.8,452.8628472,496.9583333
2294,15/10/1987,466.6,453.2118056,497.4375
2295,16/10/1987,465.3,453.4982639,497.925
2296,19/10/1987,481,453.9149306,499.7166667
2297,20/10/1987,464.3,454.23125,500.5
2298,21/10/1987,467,454.5666667,501.5541667
2299,22/10/1987,471.7,454.934375,502.8166667
2300,23/10/1987,470.5,455.275,503.8583333
2301,26/10/1987,475,455.6673611,505.2708333
2302,27/10/1987,474,456.0388889,506.5916667
2303,28/10/1987,477.5,456.43125,507.8791667
2304,29/10/1987,472.5,456.7149306,508.7708333
2305,30/10/1987,468.8,456.9434028,509.5708333
2306,2/11/1987,469.3,457.1302083,510.2791667
2307,3/11/1987,464.3,457.2701389,510.0833333
2308,4/11/1987,466.2,457.4673611,510.1583333
2309,5/11/1987,457.6,457.6048611,508.2041667
2310,6/11/1987,460,457.759375,507.8458333
2311,9/11/1987,463.5,457.8565972,507.5541667
2312,10/11/1987,458.3,457.9451389,506.4375
2313,11/11/1987,461.9,458.0239583,505.7166667
2314,12/11/1987,462.5,458.0256944,504.6708333
2315,13/11/1987,465,457.9576389,503.9166667
2316,16/11/1987,462.1,458.0208333,502.6333333
2317,17/11/1987,464.6,458.1291667,501.9791667
2318,18/11/1987,463.7,458.2017361,501.5541667
2319,19/11/1987,465.2,458.2600694,501.2083333
2320,20/11/1987,465.7,458.3222222,501.3291667
2321,23/11/1987,469.4,458.3927083,501.6
2322,24/11/1987,475,458.5229167,503.0541667
2323,25/11/1987,476.5,458.6635417,504.4291667
2324,26/11/1987,477.7,458.8347222,505.6083333
2325,27/11/1987,478.4,459.0111111,507.2875
2326,30/11/1987,492.5,459.2319444,509.8416667
2327,1/12/1987,487.8,459.4215278,511.9541667
2328,2/12/1987,490.9,459.6288194,514.1166667
2329,3/12/1987,491.1,459.7760417,516.5333333
2330,4/12/1987,486.3,459.8663194,518.3375
2331,7/12/1987,481.2,459.9361111,519.7916667
2332,8/12/1987,484.3,459.9989583,521.3875
2333,9/12/1987,484.2,460.1038194,522.9291667
2334,10/12/1987,488,460.253125,524.4791667
2335,11/12/1987,493.5,460.440625,526.0208333
2336,14/12/1987,499.8,460.7930556,527.9583333
2337,15/12/1987,492.5,461.0916667,529.1958333
2338,16/12/1987,486.3,461.3222222,529.8541667
2339,17/12/1987,477.5,461.50625,528.6041667
2340,18/12/1987,481,461.7708333,528.0375
2341,21/12/1987,480,461.9444444,527.1291667
2342,22/12/1987,483,462.1527778,526.4541667
2343,23/12/1987,481.5,462.3524306,526.0583333
2344,24/12/1987,481.5,462.546875,526.0875
2345,25/12/1987,481.5,462.7201389,525.8541667
2346,28/12/1987,481.5,462.9204861,525.6291667
2347,29/12/1987,485.7,463.1291667,525.4375
2348,30/12/1987,484.1,463.3173611,524.6541667
2349,31/12/1987,484.1,463.5163194,523.35
2350,1/01/1988,484.1,463.7548611,522.65
2351,4/01/1988,480.5,463.9475694,522.1666667
2352,5/01/1988,475.5,464.1159722,522
2353,6/01/1988,481.4,464.31875,522.0333333
2354,7/01/1988,483.5,464.5583333,522.325
2355,8/01/1988,483.9,464.8770833,522.4
2356,11/01/1988,483.9,465.1805556,522.6
2357,12/01/1988,480.4,465.4489583,522.5083333
2358,13/01/1988,481.9,465.7364583,522.5416667
2359,14/01/1988,481.4,465.9954861,522.5333333
2360,15/01/1988,480.3,466.2076389,522.0833333
2361,18/01/1988,475.4,466.4027778,521.3583333
2362,19/01/1988,477.1,466.6204861,520.775
2363,20/01/1988,477.7,466.8385417,520.2375
2364,21/01/1988,477.2,467.0684028,519.9625
2365,22/01/1988,476.2,467.2965278,520.0208333
2366,25/01/1988,476.3,467.5170139,519.5916667
2367,26/01/1988,469.8,467.6791667,518.4458333
2368,27/01/1988,465,467.8243056,516.8708333
2369,28/01/1988,466.4,467.9743056,515.4083333
2370,29/01/1988,458,468.0541667,513.5416667
2371,1/02/1988,452.7,468.09375,511.1083333
2372,2/02/1988,455.9,468.1159722,508.9833333
2373,3/02/1988,445.4,468.0579861,506.075
2374,4/02/1988,443.3,468.0069444,503.3958333
2375,5/02/1988,441.7,467.9430556,500.4458333
2376,8/02/1988,442.1,467.8715278,497.4833333
2377,9/02/1988,438.6,467.7583333,494.2666667
2378,10/02/1988,441.1,467.6690972,491.3416667
2379,11/02/1988,440.6,467.5809028,488.3708333
2380,12/02/1988,443.6,467.5145833,486.1916667
2381,15/02/1988,445.5,467.440625,484.5666667
2382,16/02/1988,445,467.3520833,482.7875
2383,17/02/1988,445.6,467.271875,481.7541667
2384,18/02/1988,447.3,467.1659722,481.3
2385,19/02/1988,442.9,466.9586806,480.2166667
2386,22/02/1988,445.5,466.7649306,480.225
2387,23/02/1988,442.4,466.5746528,480.1541667
2388,24/02/1988,435.8,466.3458333,479.6583333
2389,25/02/1988,432.1,466.1236111,478.825
2390,26/02/1988,430.5,465.9107639,478.1458333
2391,29/02/1988,426.2,465.6673611,476.9
2392,1/03/1988,429.3,465.4305556,475.9583333
2393,2/03/1988,428.9,465.1972222,474.7333333
2394,3/03/1988,429.1,464.9826389,473.3666667
2395,4/03/1988,431.8,464.8333333,472.2666667
2396,7/03/1988,435.9,464.6833333,471.4583333
2397,8/03/1988,436.4,464.5444444,470.55
2398,9/03/1988,436.5,464.4083333,470.0166667
2399,10/03/1988,442.4,464.3173611,469.7583333
2400,11/03/1988,441.8,464.1944444,469.7083333
2401,14/03/1988,442.3,464.0850694,470.25
2402,15/03/1988,442.2,463.978125,471.0916667
2403,16/03/1988,446.2,463.8909722,472.4041667
2404,17/03/1988,445.5,463.8361111,474.0166667
2405,18/03/1988,442.9,463.7628472,475.1458333
2406,21/03/1988,449.3,463.7315972,476.8416667
2407,22/03/1988,447.9,463.6260417,478.4083333
2408,23/03/1988,449.5,463.5274306,479.8833333
2409,24/03/1988,454,463.4524306,481.3875
2410,25/03/1988,451.8,463.3711806,482.675
2411,28/03/1988,453.9,463.35,484.125
2412,29/03/1988,454.9,463.3263889,485.1666667
2413,30/03/1988,453.8,463.2815972,486.1625
2414,31/03/1988,457,463.2614583,487.3875
2415,1/04/1988,457,463.2711806,488.6166667
2416,4/04/1988,457,463.2583333,489.5125
2417,5/04/1988,453.6,463.225,490.1875
2418,6/04/1988,449.9,463.1510417,490.7708333
2419,7/04/1988,447.2,463.0503472,490.6
2420,8/04/1988,449.4,462.9829861,490.725
2421,11/04/1988,448.8,462.8944444,490.6666667
2422,12/04/1988,450.8,462.8138889,490.4041667
2423,13/04/1988,449.4,462.7121528,490.2
2424,14/04/1988,450.4,462.6326389,489.9041667
2425,15/04/1988,456.3,462.6010417,490.0208333
2426,18/04/1988,458,462.5913194,490.375
2427,19/04/1988,456.9,462.5732639,490.3708333
2428,20/04/1988,457.4,462.590625,490.4083333
2429,21/04/1988,454.3,462.5899306,490.1833333
2430,22/04/1988,448.6,462.5350694,489.7666667
2431,25/04/1988,450.2,462.4809028,489.7958333
2432,26/04/1988,447,462.4041667,489.7791667
2433,27/04/1988,450.3,462.3496528,489.8541667
2434,28/04/1988,452.1,462.2805556,490.1291667
2435,29/04/1988,449,462.1920139,489.9791667
2436,2/05/1988,449,462.1211806,489.95
2437,3/05/1988,445.9,462.0177083,489.5791667
2438,4/05/1988,443.3,461.8555556,488.4916667
2439,5/05/1988,444.9,461.7138889,487.3958333
2440,6/05/1988,442.8,461.4486111,486.2208333
2441,9/05/1988,444.4,461.3104167,485.1375
2442,10/05/1988,446.7,461.1690972,484.5041667
2443,11/05/1988,449.1,461.0125,484.5458333
2444,12/05/1988,451,460.8770833,484.6125
2445,13/05/1988,449.5,460.7,484.8208333
2446,16/05/1988,453.3,460.5559028,485.0666667
2447,17/05/1988,454.7,460.3975694,485.2833333
2448,18/05/1988,454,460.2694444,485.7
2449,19/05/1988,457.9,460.19375,486.4416667
2450,20/05/1988,454.9,460.09375,487.1916667
2451,23/05/1988,457.3,460.0451389,488.3583333
2452,24/05/1988,457.3,459.9833333,489.3916667
2453,25/05/1988,453.9,459.9579861,490.3166667
2454,26/05/1988,453.3,459.9111111,491.0541667
2455,27/05/1988,452,459.83125,491.5
2456,30/05/1988,452,459.7878472,491.7416667
2457,31/05/1988,455.5,459.74375,492.1166667
2458,1/06/1988,456.8,459.7041667,492.7208333
2459,2/06/1988,453.7,459.6260417,492.7583333
2460,3/06/1988,464.7,459.6440972,493.5916667
2461,6/06/1988,464.6,459.64375,494.4708333
2462,7/06/1988,464.4,459.6486111,495.0125
2463,8/06/1988,457.9,459.5979167,495.2583333
2464,9/06/1988,455.5,459.5267361,495.1083333
2465,10/06/1988,457.6,459.4447917,495.1375
2466,13/06/1988,449,459.2642361,494.7291667
2467,14/06/1988,446.5,459.0559028,494.1666667
2468,15/06/1988,452,458.8777778,494.1666667
2469,16/06/1988,453.9,458.7076389,494.325
2470,17/06/1988,450.3,458.4142361,493.8875
2471,20/06/1988,454.2,458.1809028,493.675
2472,21/06/1988,451.7,457.9083333,493.5041667
2473,22/06/1988,448.5,457.6125,492.1541667
2474,23/06/1988,447.8,457.3454861,490.7583333
2475,24/06/1988,443.3,457.0822917,488.9958333
2476,27/06/1988,443.3,456.7975694,487.7833333
2477,28/06/1988,443.9,456.5173611,486.8166667
2478,29/06/1988,433.6,456.1392361,484.8125
2479,30/06/1988,436.6,455.74375,483.775
2480,1/07/1988,436.9,455.3069444,482.9708333
2481,4/07/1988,437.6,454.9253472,481.7666667
2482,5/07/1988,437.5,454.5864583,480.4
2483,6/07/1988,436.8,454.3038194,479.2791667
2484,7/07/1988,440.9,454.0253472,478.1708333
2485,8/07/1988,439.4,453.7434028,477.15
2486,11/07/1988,436.8,453.4225694,476.175
2487,12/07/1988,433.8,453.0913194,475.0083333
2488,13/07/1988,435,452.7684028,474.3208333
2489,14/07/1988,440.8,452.4854167,474.1083333
2490,15/07/1988,439.1,452.1909722,473.7125
2491,18/07/1988,435.7,451.8434028,473.8875
2492,19/07/1988,436.3,451.5111111,473.8625
2493,20/07/1988,444.8,451.2381944,474.525
2494,21/07/1988,444.8,450.9649306,475.125
2495,22/07/1988,442.2,450.6989583,475.5166667
2496,25/07/1988,438.5,450.4420139,475.6583333
2497,26/07/1988,431.2,450.0934028,474.85
2498,27/07/1988,432.9,449.7416667,474.3041667
2499,28/07/1988,432.8,449.3864583,473.9666667
2500,29/07/1988,436.8,449.059375,474.2166667
2501,1/08/1988,434.6,448.7413194,474.1833333
2502,2/08/1988,432.8,448.4,473.5166667
2503,3/08/1988,434.1,448.0715278,473.1
2504,4/08/1988,433.1,447.74375,472.8875
2505,5/08/1988,432.9,447.4482639,472.6041667
2506,8/08/1988,432,447.1350694,471.5375
2507,9/08/1988,425.8,446.775,469.9583333
2508,10/08/1988,427.2,446.4277778,468.7083333
2509,11/08/1988,428,446.0927083,467.8291667
2510,12/08/1988,433.3,445.7940972,468
2511,15/08/1988,430.3,445.5197917,467.7833333
2512,16/08/1988,432.7,445.2951389,467.775
2513,17/08/1988,429,445.0357639,467.125
2514,18/08/1988,430.6,444.8451389,466.7875
2515,19/08/1988,432.6,444.7055556,466.775
2516,22/08/1988,431,444.5326389,466.5166667
2517,23/08/1988,432.6,444.44375,466.475
2518,24/08/1988,433,444.3725694,466.4875
2519,25/08/1988,434.2,444.3204861,466.6708333
2520,26/08/1988,433.2,444.2583333,467.2833333
2521,29/08/1988,433.2,444.2204861,467.7791667
2522,30/08/1988,427.8,444.1277778,467.7625
2523,31/08/1988,427.8,444.0385417,467.3041667
2524,1/09/1988,430.4,443.946875,467.3166667
2525,2/09/1988,428.8,443.8305556,466.9916667
2526,5/09/1988,427.4,443.7083333,466.8583333
2527,6/09/1988,428.5,443.5892361,466.6833333
2528,7/09/1988,427.3,443.4503472,466.2375
2529,8/09/1988,428.3,443.3486111,466.0083333
2530,9/09/1988,429.4,443.2368056,465.7416667
2531,12/09/1988,419.4,443.0770833,464.6083333
2532,13/09/1988,420.5,442.9708333,463.4625
2533,14/09/1988,421.5,442.8972222,462.4916667
2534,15/09/1988,418.9,442.8166667,461.3
2535,16/09/1988,415.2,442.7402778,460.25
2536,19/09/1988,409,442.5993056,458.6875
2537,20/09/1988,410,442.4680556,456.9875
2538,21/09/1988,400.7,442.2704861,454.6458333
2539,22/09/1988,397.8,442.0340278,452.175
2540,23/09/1988,400.4,441.7871528,449.8333333
2541,26/09/1988,395.3,441.5020833,447.1708333
2542,27/09/1988,397.1,441.2284722,444.575
2543,28/09/1988,395.4,440.9020833,441.7416667
2544,29/09/1988,398.5,440.6013889,440
2545,30/09/1988,396.7,440.2850694,438.0208333
2546,3/10/1988,396,439.9642361,435.8958333
2547,4/10/1988,398.5,439.6329861,434.2
2548,5/10/1988,395.5,439.2854167,432.5583333
2549,6/10/1988,403.8,439.0138889,432.1208333
2550,7/10/1988,403.9,438.6989583,431.6125
2551,10/10/1988,406.8,438.4131944,432.1208333
2552,11/10/1988,407.3,438.1197917,432.9125
2553,12/10/1988,406.4,437.7895833,433.4166667
2554,13/10/1988,406.7,437.4763889,434.3666667
2555,14/10/1988,407.6,437.1548611,435.2416667
2556,17/10/1988,413,436.8638889,436.7083333
2557,18/10/1988,411.5,436.5701389,437.7875
2558,19/10/1988,411.3,436.2527778,439
2559,20/10/1988,412.2,435.9420139,440.35
2560,21/10/1988,410.3,435.6177083,441.3291667
2561,24/10/1988,405.5,435.2836806,442.1666667
2562,25/10/1988,407.7,434.990625,442.4916667
2563,26/10/1988,407.4,434.7142361,442.7833333
2564,27/10/1988,407.5,434.4232639,442.8458333
2565,28/10/1988,411.5,434.1642361,443.2
2566,31/10/1988,412.4,433.8975694,443.7
2567,1/11/1988,410.9,433.6305556,444.05
2568,2/11/1988,414.8,433.3833333,444.6458333
2569,3/11/1988,423.4,433.1548611,445.5125
2570,4/11/1988,421,432.8979167,446.3083333
2571,7/11/1988,420.6,432.6458333,447.0875
2572,8/11/1988,418.4,432.3746528,447.6
2573,9/11/1988,420.8,432.1423611,448.4791667
2574,10/11/1988,419.1,431.9375,449.6125
2575,11/11/1988,420.3,431.7298611,450.6666667
2576,14/11/1988,419.3,431.5375,451.6583333
2577,15/11/1988,424,431.3548611,453.0333333
2578,16/11/1988,423.9,431.1586806,454.0625
2579,17/11/1988,422,430.9711806,454.8625
2580,18/11/1988,417.8,430.7541667,455.4333333
2581,21/11/1988,416,430.5461806,455.5333333
2582,22/11/1988,418.4,430.3736111,455.1166667
2583,23/11/1988,419.3,430.1958333,454.9708333
2584,24/11/1988,420,430.0371528,454.9166667
2585,25/11/1988,424.1,429.8961806,455.3958333
2586,28/11/1988,424.3,429.740625,455.6833333
2587,29/11/1988,423.1,429.5600694,456.0166667
2588,30/11/1988,422.6,429.3628472,456.2083333
2589,1/12/1988,424.8,429.1909722,456.6625
2590,2/12/1988,424.3,428.9895833,456.6833333
2591,5/12/1988,429,428.8111111,457.1125
2592,6/12/1988,427.8,428.6288194,457.5916667
2593,7/12/1988,422.6,428.3836806,457.9958333
2594,8/12/1988,423.2,428.1635417,458.6
2595,9/12/1988,419.8,427.903125,458.7125
2596,12/12/1988,420,427.6444444,458.775
2597,13/12/1988,420.5,427.4125,458.8208333
2598,14/12/1988,420,427.1815972,458.4791667
2599,15/12/1988,418.5,426.9486111,457.9958333
2600,16/12/1988,411.8,426.6690972,457.05
2601,19/12/1988,413,426.3739583,456.25
2602,20/12/1988,412.9,426.0694444,455.2625
2603,21/12/1988,414.6,425.7979167,454.4583333
2604,22/12/1988,417.3,425.4684028,453.4791667
2605,23/12/1988,417.3,425.1399306,452.6041667
2606,26/12/1988,417.3,424.8125,452.1583333
2607,27/12/1988,417.3,424.5305556,451.6625
2608,28/12/1988,412.9,424.2347222,451.0875
2609,29/12/1988,410.3,423.9059028,450.275
2610,30/12/1988,410.3,423.6368056,449.4208333
2611,2/01/1989,410.3,423.3850694,448.6083333
2612,3/01/1989,411.6,423.1045139,448.0375
2613,4/01/1989,409.4,422.7951389,447.8375
2614,5/01/1989,407.3,422.4965278,447.3583333
2615,6/01/1989,406.4,422.1642361,446.8125
2616,9/01/1989,402.5,421.8225694,445.8
2617,10/01/1989,404.5,421.5170139,444.7375
2618,11/01/1989,403.8,421.2114583,443.6166667
2619,12/01/1989,404.2,420.9399306,442.525
2620,13/01/1989,405.6,420.6777778,441.55
2621,16/01/1989,401.5,420.3836806,440.6041667
2622,17/01/1989,402.3,420.1663194,439.9375
2623,18/01/1989,402.5,419.9298611,439.2916667
2624,19/01/1989,403.6,419.6989583,438.7375
2625,20/01/1989,405.5,419.4763889,438.2291667
2626,23/01/1989,407.5,419.2677083,438.0708333
2627,24/01/1989,408.3,419.0697917,438.1583333
2628,25/01/1989,404.2,418.8149306,437.9791667
2629,26/01/1989,406.3,418.5847222,438.2958333
2630,27/01/1989,399.8,418.3274306,437.9
2631,30/01/1989,394,418.0510417,437.0833333
2632,31/01/1989,394,417.7663194,436.2375
2633,1/02/1989,392.8,417.4333333,435.175
2634,2/02/1989,391.1,417.1,434.3083333
2635,3/02/1989,390,416.7829861,433.2875
2636,6/02/1989,387.9,416.4472222,432.0708333
2637,7/02/1989,391,416.0736111,431.0208333
2638,8/02/1989,390.6,415.6972222,429.775
2639,9/02/1989,393.8,415.3611111,428.6375
2640,10/02/1989,389.6,415.0215278,427.0791667
2641,13/02/1989,384.5,414.6972222,425.4375
2642,14/02/1989,384.1,414.3586806,423.5916667
2643,15/02/1989,381,413.9993056,422.0291667
2644,16/02/1989,384.3,413.634375,421.2166667
2645,17/02/1989,380.4,413.2579861,420.0833333
2646,20/02/1989,382.4,412.9083333,419.2166667
2647,21/02/1989,383.5,412.5569444,418.5833333
2648,22/02/1989,386.8,412.2350694,418.3125
2649,23/02/1989,390.5,411.9409722,418.5291667
2650,24/02/1989,388.4,411.6381944,418.3125
2651,27/02/1989,390.6,411.39375,418.3166667
2652,28/02/1989,387,411.1145833,417.75
2653,1/03/1989,384.1,410.8097222,417.2875
2654,2/03/1989,383.9,410.4670139,417.2375
2655,3/03/1989,386.4,410.1625,417.4291667
2656,6/03/1989,387.3,409.8472222,417.95
2657,7/03/1989,390.8,409.5815972,418.4916667
2658,8/03/1989,394.6,409.3319444,419.675
2659,9/03/1989,391.5,409.0465278,420.4333333
2660,10/03/1989,393.5,408.7861111,421.2666667
2661,13/03/1989,392.5,408.5076389,421.7458333
2662,14/03/1989,395,408.24375,422.1208333
2663,15/03/1989,392.9,407.9569444,422.4958333
2664,16/03/1989,389.4,407.653125,422.3958333
2665,17/03/1989,394.3,407.3833333,423.0041667
2666,20/03/1989,395.5,407.159375,423.9583333
2667,21/03/1989,392.8,406.9163194,424.6958333
2668,22/03/1989,393.4,406.6590278,425.275
2669,23/03/1989,394.9,406.4239583,425.9125
2670,24/03/1989,394.9,406.1982639,426.2583333
2671,27/03/1989,394.9,405.9652778,426.2833333
2672,28/03/1989,390.8,405.7118056,426.2208333
2673,29/03/1989,383,405.3972222,425.3416667
2674,30/03/1989,383.7,405.0798611,424.6083333
2675,31/03/1989,383.2,404.8284722,423.625
2676,3/04/1989,385.5,404.5854167,423.0041667
2677,4/04/1989,386.7,404.3434028,422.775
2678,5/04/1989,383,404.0944444,421.8333333
2679,6/04/1989,384.4,403.8805556,420.9041667
2680,7/04/1989,382.3,403.6947917,420.0291667
2681,10/04/1989,381.5,403.496875,419.0416667
2682,11/04/1989,385,403.3881944,418.2166667
2683,12/04/1989,387.3,403.3152778,417.5791667
2684,13/04/1989,390.3,403.2451389,417.1916667
2685,14/04/1989,386.2,403.1819444,416.8125
2686,17/04/1989,385.2,403.0989583,416.9958333
2687,18/04/1989,384,403.0194444,417.0166667
2688,19/04/1989,383.9,402.9180556,417.075
2689,20/04/1989,384,402.8298611,416.9541667
2690,21/04/1989,384,402.7465278,416.7333333
2691,24/04/1989,383.6,402.6427083,416.7791667
2692,25/04/1989,385.9,402.5763889,416.9083333
2693,26/04/1989,383.9,402.4381944,417.0416667
2694,27/04/1989,384.3,402.3017361,417.2708333
2695,28/04/1989,377.6,402.0989583,416.65
2696,1/05/1989,377.6,401.8927083,415.8416667
2697,2/05/1989,377.5,401.6916667,414.775
2698,3/05/1989,378.6,401.4965278,414.1416667
2699,4/05/1989,378.3,401.2927083,413.5666667
2700,5/05/1989,375.7,401.0336806,412.8791667
2701,8/05/1989,378.3,400.803125,412.4083333
2702,9/05/1989,376.1,400.5590278,411.75
2703,10/05/1989,377.2,400.3159722,411.1833333
2704,11/05/1989,378.4,400.0944444,410.75
2705,12/05/1989,377.3,399.8986111,410.0333333
2706,15/05/1989,373.8,399.6635417,409.1958333
2707,16/05/1989,374.5,399.4350694,408.3833333
2708,17/05/1989,371.9,399.1878472,407.9125
2709,18/05/1989,370,398.8996528,407.2833333
2710,19/05/1989,365.5,398.5739583,406.2875
2711,22/05/1989,359.8,398.21875,404.7166667
2712,23/05/1989,364.5,397.8697917,403.5708333
2713,24/05/1989,361.5,397.4399306,402.3875
2714,25/05/1989,363.6,397.0413194,401.1666667
2715,26/05/1989,365.8,396.6607639,400.3083333
2716,29/05/1989,365.8,396.2958333,399.3583333
2717,30/05/1989,362.1,395.8881944,398.0041667
2718,31/05/1989,361.8,395.4902778,396.7125
2719,1/06/1989,361.4,395.08125,395.6791667
2720,2/06/1989,361.5,394.6798611,394.5958333
2721,5/06/1989,365.2,394.2715278,394.0375
2722,6/06/1989,364.9,393.8621528,393.6125
2723,7/06/1989,374.2,393.5302083,394.3375
2724,8/06/1989,374.5,393.2298611,395.5666667
2725,9/06/1989,368.3,392.8986111,395.8791667
2726,12/06/1989,359.9,392.4923611,395.7458333
2727,13/06/1989,358.7,392.071875,395.3375
2728,14/06/1989,361.1,391.6631944,394.9458333
2729,15/06/1989,361.5,391.2284722,394.5875
2730,16/06/1989,365.4,390.8194444,394.8583333
2731,19/06/1989,364.4,390.4118056,395.075
2732,20/06/1989,366.6,390.0229167,395.5083333
2733,21/06/1989,365.9,389.6142361,395.875
2734,22/06/1989,369.8,389.2357639,396.2541667
2735,23/06/1989,370,388.8260417,396.6791667
2736,26/06/1989,374.7,388.4576389,396.7208333
2737,27/06/1989,376.3,388.1357639,396.8666667
2738,28/06/1989,373.8,387.7923611,397.325
2739,29/06/1989,376.3,387.490625,398.6916667
2740,30/06/1989,373,387.1642361,399.8833333
2741,3/07/1989,374.5,386.8447917,401
2742,4/07/1989,376.3,386.5409722,402.2291667
2743,5/07/1989,383.6,386.2989583,403.75
2744,6/07/1989,385.5,386.1166667,405.5083333
2745,7/07/1989,383.6,385.9121528,406.9208333
2746,10/07/1989,383.3,385.70625,408.3666667
2747,11/07/1989,378.8,385.4572917,409.1166667
2748,12/07/1989,379.8,385.196875,409.9291667
2749,13/07/1989,375.8,384.9086806,410.0166667
2750,14/07/1989,370.8,384.5861111,409.5625
2751,17/07/1989,370.6,384.2621528,409.3
2752,18/07/1989,371.7,383.9763889,408.9166667
2753,19/07/1989,370.7,383.7017361,408.725
2754,20/07/1989,371.1,383.4295139,408.4375
2755,21/07/1989,372.4,383.1666667,408.1166667
2756,24/07/1989,372,382.8913194,407.1458333
2757,25/07/1989,371.3,382.6267361,405.9583333
2758,26/07/1989,372.3,382.3840278,405.0208333
2759,27/07/1989,374.2,382.1604167,404.2625
2760,28/07/1989,369.7,381.9329861,403.5083333
2761,31/07/1989,368.3,381.6815972,402.5541667
2762,1/08/1989,369,381.4399306,401.9916667
2763,2/08/1989,369.8,381.2010417,401.9041667
2764,3/08/1989,369.3,380.9489583,401.7916667
2765,4/08/1989,370.5,380.7336806,401.6916667
2766,7/08/1989,366.1,380.4826389,401.3083333
2767,8/08/1989,365.9,380.2284722,400.8791667
2768,9/08/1989,364.6,379.9576389,400.2291667
2769,10/08/1989,365.9,379.6822917,399.7208333
2770,11/08/1989,361.9,379.3659722,398.9416667
2771,14/08/1989,363.3,379.0534722,398.1916667
2772,15/08/1989,366.1,378.7888889,397.5208333
2773,16/08/1989,367.6,378.5204861,397.3458333
2774,17/08/1989,364.9,378.2784722,397.0625
2775,18/08/1989,366.3,378.0857639,396.8333333
2776,21/08/1989,365.9,377.890625,396.5125
2777,22/08/1989,366.4,377.7072917,396.275
2778,23/08/1989,366.2,377.534375,395.9166667
2779,24/08/1989,362.2,377.3413194,395.5916667
2780,25/08/1989,360.5,377.1506944,395.1375
2781,28/08/1989,360.5,376.9385417,394.7916667
2782,29/08/1989,359.8,376.725,394.2875
2783,30/08/1989,361.4,376.5,394.2458333
2784,31/08/1989,359.8,376.2930556,393.9541667
2785,1/09/1989,359.4,376.11875,393.3958333
2786,4/09/1989,358.9,375.9434028,392.6666667
2787,5/09/1989,358.6,375.7875,392.1375
2788,6/09/1989,360.2,375.6204861,391.6333333
2789,7/09/1989,359.2,375.4732639,391.075
2790,8/09/1989,359.6,375.3149306,390.5083333
2791,11/09/1989,358.4,375.1402778,389.8541667
2792,12/09/1989,358.6,374.9447917,389.5541667
