DateTime,Date,Demand,Price,MaxTemp,MinTemp,Rainfall
1/01/2012 2:30,1/01/2012,4608.72,17.93,27.9,18,2.4
1/01/2012 5:30,1/01/2012,4424.98,17.74,27.9,18,2.4
1/01/2012 8:30,1/01/2012,5009.62,19.11,27.9,18,2.4
1/01/2012 11:30,1/01/2012,5387.05,24.94,27.9,18,2.4
1/01/2012 14:30,1/01/2012,5468.58,25.6,27.9,18,2.4
1/01/2012 17:30,1/01/2012,5768.73,29.36,27.9,18,2.4
1/01/2012 20:30,1/01/2012,5795.99,26.99,27.9,18,2.4
1/01/2012 23:30,1/01/2012,5236.31,25.83,27.9,18,2.4
2/01/2012 2:30,2/01/2012,4432.48,20.08,28.4,17.8,0.01
2/01/2012 5:30,2/01/2012,4436.37,17.95,28.4,17.8,0.01
2/01/2012 8:30,2/01/2012,5331.47,23.65,28.4,17.8,0.01
2/01/2012 11:30,2/01/2012,5690.18,30.31,28.4,17.8,0.01
2/01/2012 14:30,2/01/2012,5793.45,30,28.4,17.8,0.01
2/01/2012 17:30,2/01/2012,6133.14,35.8,28.4,17.8,0.01
2/01/2012 20:30,2/01/2012,6074.11,32.69,28.4,17.8,0.01
2/01/2012 23:30,2/01/2012,5381.7,27.79,28.4,17.8,0.01
3/01/2012 2:30,3/01/2012,4551.6,23.36,27.7,17.8,0.01
3/01/2012 5:30,3/01/2012,4679.3,25.13,27.7,17.8,0.01
3/01/2012 8:30,3/01/2012,6079.65,30,27.7,17.8,0.01
3/01/2012 11:30,3/01/2012,6432.83,39.64,27.7,17.8,0.01
3/01/2012 14:30,3/01/2012,6552.8,41.77,27.7,17.8,0.01
3/01/2012 17:30,3/01/2012,6603.3,32.53,27.7,17.8,0.01
3/01/2012 20:30,3/01/2012,6348.32,30.41,27.7,17.8,0.01
3/01/2012 23:30,3/01/2012,5524.75,26.2,27.7,17.8,0.01
4/01/2012 2:30,4/01/2012,4602.59,17.41,28.8,17.4,0.01
4/01/2012 5:30,4/01/2012,4651.25,18.54,28.8,17.4,0.01
4/01/2012 8:30,4/01/2012,6087.04,25.99,28.8,17.4,0.01
4/01/2012 11:30,4/01/2012,6414.14,27.53,28.8,17.4,0.01
4/01/2012 14:30,4/01/2012,6769.61,30.12,28.8,17.4,0.01
4/01/2012 17:30,4/01/2012,6853.12,28.86,28.8,17.4,0.01
4/01/2012 20:30,4/01/2012,6487.88,26.61,28.8,17.4,0.01
4/01/2012 23:30,4/01/2012,5616.88,24.92,28.8,17.4,0.01
5/01/2012 2:30,5/01/2012,4736.84,17.84,27.7,19.8,0.01
5/01/2012 5:30,5/01/2012,4766.6,22.62,27.7,19.8,0.01
5/01/2012 8:30,5/01/2012,6283.14,25.4,27.7,19.8,0.01
5/01/2012 11:30,5/01/2012,6641,28.57,27.7,19.8,0.01
5/01/2012 14:30,5/01/2012,6802.56,30.45,27.7,19.8,0.01
5/01/2012 17:30,5/01/2012,6800.03,29.87,27.7,19.8,0.01
