DateTime,Demand,Price
18/04/2000 20:30,5291.95,23.33
18/04/2000 23:30,4994.72667,26.54
19/04/2000 2:30,3891.835,24.25
19/04/2000 5:30,4027.89167,17.91
19/04/2000 8:30,5557.46833,40.28
19/04/2000 11:30,5417.93167,26.04
19/04/2000 14:30,5316.37167,27.5
19/04/2000 17:30,5422.205,35.84
19/04/2000 20:30,5242.16167,21.89
19/04/2000 23:30,5015.47333,27.99
20/04/2000 2:30,3788.35667,13.68
20/04/2000 5:30,3923.82667,17.4
20/04/2000 8:30,5381.93333,29.51
20/04/2000 11:30,5377.045,37.26
20/04/2000 14:30,5271.80667,24.35
20/04/2000 17:30,5217.18833,21.68
20/04/2000 20:30,4977.53667,18
20/04/2000 23:30,4812.42667,24.84
21/04/2000 2:30,3619.155,17.04
21/04/2000 5:30,3523.45667,15.15
21/04/2000 8:30,4211.83167,25.06
21/04/2000 11:30,4332.555,18
21/04/2000 14:30,4074.645,17.94
21/04/2000 17:30,4522.35667,19.25
21/04/2000 20:30,4424.2,18
21/04/2000 23:30,4476.46,20.66
22/04/2000 2:30,3468.86167,14.78
22/04/2000 5:30,3465.78167,15.15
22/04/2000 8:30,4398.27167,30.78
22/04/2000 11:30,4475.78833,18
22/04/2000 14:30,4282.03667,18
22/04/2000 17:30,4625.935,19.37
22/04/2000 20:30,4468.29,18
22/04/2000 23:30,4422.87333,19.67
23/04/2000 2:30,3413.05333,15.18
23/04/2000 5:30,3371.59167,13.83
23/04/2000 8:30,4132.64667,20.91
23/04/2000 11:30,4154.35,18
23/04/2000 14:30,4076.90667,17.99
23/04/2000 17:30,4539.77333,18.42
23/04/2000 20:30,4438.295,18
23/04/2000 23:30,4401.24833,18.83
24/04/2000 2:30,3453.19167,15.17
24/04/2000 5:30,3437.52833,15.17
24/04/2000 8:30,4237.78,19.45
24/04/2000 11:30,4462.06167,18
24/04/2000 14:30,4192.31333,18
24/04/2000 17:30,4575.78833,19.41
24/04/2000 20:30,4482.12833,18.42
24/04/2000 23:30,4451.25167,20.12
25/04/2000 2:30,3424.225,14.77
25/04/2000 5:30,3312.10833,8.84
25/04/2000 8:30,4171.065,18
25/04/2000 11:30,4368.065,18
25/04/2000 14:30,4202.32667,18
25/04/2000 17:30,4810.03833,23.97
25/04/2000 20:30,4607.24833,19.25
25/04/2000 23:30,4469.02833,20.08
26/04/2000 2:30,3562.92833,15.34
26/04/2000 5:30,3718.13833,17.75
26/04/2000 8:30,5199.71167,35.36
26/04/2000 11:30,5217.14167,36.37
26/04/2000 14:30,5074.605,33.83
26/04/2000 17:30,5499.24833,49
26/04/2000 20:30,5015.46833,22.13
26/04/2000 23:30,4835.64167,24.45
27/04/2000 2:30,3740.66833,18.14
27/04/2000 5:30,3807.52167,17.64
27/04/2000 8:30,5249.41167,27.87
27/04/2000 11:30,5273.73167,29.43
27/04/2000 14:30,5063.04333,21.82
27/04/2000 17:30,5386.15333,30.17
27/04/2000 20:30,5101.66833,21.39
27/04/2000 23:30,4872.945,24.05
28/04/2000 2:30,3704.45833,17.45
28/04/2000 5:30,3772.11833,17.69
28/04/2000 8:30,5333.87667,28.57
28/04/2000 11:30,5370.36667,29.97
28/04/2000 14:30,5080.50667,20.99
28/04/2000 17:30,5293.405,26.66
28/04/2000 20:30,4853.37833,20.11
28/04/2000 23:30,4841.47667,24.2
29/04/2000 2:30,3599.635,16.71
29/04/2000 5:30,3534.40333,15.97
29/04/2000 8:30,4582.08833,19.97
29/04/2000 11:30,4771.63167,20.59
29/04/2000 14:30,4422.05333,18
29/04/2000 17:30,4776.78,21.05
29/04/2000 20:30,4542.21167,18.74
29/04/2000 23:30,4503.45833,24.89
30/04/2000 2:30,3437.03167,17.42
30/04/2000 5:30,3125.46,13.07
30/04/2000 8:30,4127.775,18
30/04/2000 11:30,4423.365,18
30/04/2000 14:30,4128.03167,17.96
30/04/2000 17:30,4607.92333,20.64
30/04/2000 20:30,4482,18.42
30/04/2000 23:30,4510.985,20.08
1/05/2000 2:30,3451.065,14.82
1/05/2000 5:30,3445.94333,17.61
1/05/2000 8:30,4247.09833,18.88
1/05/2000 11:30,4631.27,20.55
1/05/2000 14:30,4441.13833,20.74
1/05/2000 17:30,5044.135,41.82
1/05/2000 20:30,4749.395,22.05
1/05/2000 23:30,4596.32167,22.67
2/05/2000 2:30,3587.21,15.12
2/05/2000 5:30,3719.47,16.82
2/05/2000 8:30,5546.76,35.28
2/05/2000 11:30,5464.16333,29.96
2/05/2000 14:30,5388.01,28.24
2/05/2000 17:30,5799.795,79.11
2/05/2000 20:30,5196.37,21.78
2/05/2000 23:30,4921.155,23.32
3/05/2000 2:30,3758.045,16.26
3/05/2000 5:30,3871.325,17.51
3/05/2000 8:30,5533.44167,34.06
3/05/2000 11:30,5483.13,24.5
3/05/2000 14:30,5364.51833,22.37
3/05/2000 17:30,5620.935,36.44
3/05/2000 20:30,5219.945,20.88
3/05/2000 23:30,4927.68667,23.13
4/05/2000 2:30,3771.85333,17.03
4/05/2000 5:30,3880.06667,17.54
4/05/2000 8:30,5489.44,31.15
4/05/2000 11:30,5453.02333,42.29
4/05/2000 14:30,5450.55,29.49
4/05/2000 17:30,5613.46333,45
4/05/2000 20:30,5328.81333,33.64
4/05/2000 23:30,4961.56833,24.83
5/05/2000 2:30,3789.62667,17.69
5/05/2000 5:30,3902.31667,17.72
5/05/2000 8:30,5547.065,34.08
5/05/2000 11:30,5454.06,28.99
5/05/2000 14:30,5352.26333,24.1
5/05/2000 17:30,5501.90167,31.32
5/05/2000 20:30,4990.15667,19.75
5/05/2000 23:30,4939.82667,24.5
6/05/2000 2:30,3700.33167,17.48
6/05/2000 5:30,3669.86667,17.41
6/05/2000 8:30,4771.96833,20.83
6/05/2000 11:30,4856.55,20.95
6/05/2000 14:30,4511.80833,17.85
6/05/2000 17:30,4815.13167,21.64
6/05/2000 20:30,4640.195,20.13
6/05/2000 23:30,4608.56833,20.88
7/05/2000 2:30,3477.65833,15.14
7/05/2000 5:30,3429.21167,15.13
7/05/2000 8:30,4153.11667,18.89
7/05/2000 11:30,4381.52833,18
7/05/2000 14:30,4199.70333,18
7/05/2000 17:30,4717.57667,20.31
7/05/2000 20:30,4662.19833,20.59
7/05/2000 23:30,4527.34667,20.76
8/05/2000 2:30,3584.25667,17.42
8/05/2000 5:30,3701.63333,17.72
8/05/2000 8:30,5337.07167,32.19
8/05/2000 11:30,5190.175,24.36
8/05/2000 14:30,5166.705,24.26
8/05/2000 17:30,5560.53667,72.46
8/05/2000 20:30,4999.915,21.37
8/05/2000 23:30,4788.72,24.04
9/05/2000 2:30,3694.87667,17.69
9/05/2000 5:30,3818.91833,23.03
9/05/2000 8:30,5324.85833,82.09
9/05/2000 11:30,5248.25667,29.5
9/05/2000 14:30,5180.46667,23.76
9/05/2000 17:30,5468.87333,83.06
9/05/2000 20:30,5033.93333,21.38
9/05/2000 23:30,4842.97333,24.76
10/05/2000 2:30,3685.855,21.3
10/05/2000 5:30,3785.47167,22.5
10/05/2000 8:30,5265.48167,28.03
10/05/2000 11:30,5207.5,39.54
10/05/2000 14:30,5070.13167,23.35
10/05/2000 17:30,5254.705,23.96
10/05/2000 20:30,5003.165,20.91
10/05/2000 23:30,4891.20667,24.77
11/05/2000 2:30,3715.23167,17.59
11/05/2000 5:30,3824.68167,19.22
11/05/2000 8:30,5264.06333,33.14
11/05/2000 11:30,5180.725,22.62
